XSC,XTE,XSL,XPH,XHE,XAG,XEN,XCI,XAD,XDR,YEA,CO2_LOW,CO2,CO2_HIGH,CO2_CE,N2O_LOW,N2O,N2O_HIGH,N2O_CE,CH4_LOW,CH4,CH4_HIGH,CH4_CE,POP_LOW,POP,POP_HIGH,GDP_LOW,GDP,GDP_HIGH,EMI_LOW,EMI,EMI_HIGH,NOE_LOW,NOE,NOE_HIGH,MEM_LOW,MEM,MEM_HIGH,TEM_LOW,TEM,TEM_HIGH,SEA_LOW,SEA,SEA_HIGH,OPH_LOW,OPH,OPH_HIGH,CON_LOW,CON,CON_HIGH,DAC_LOW,DAC,DAC_HIGH,DAN_LOW,DAN,DAN_HIGH,DAM_LOW,DAM,DAM_HIGH
SSP5,FAIR,BRICK,Fung,,,,,DICE,3%,2040/01/01,-1.2002366752812903,171.23263533286328,401.6072529644294,171.2326353328633,2640.392928208074,77882.91240732335,181963.5496434731,77882.91240732335,151.47909625121434,4191.425858442728,10190.654325391428,4191.425858442728,8.93894355063995,8.93894355063995,8.93894355063995,0.0399574206912372,0.0399574206912372,0.0399574206912372,68.7600709033334,68.7600709033334,68.7600709033334,8.514456127,8.514456127,8.514456127,542.2927371,542.2927371,542.2927371,1.4985399489947153,1.9701518214320572,2.5974580250237707,25.002827993382823,39.54664377565071,56.037490070908106,7.954501016222824,7.961772701259399,7.968806994513997,481.2523652764105,491.07135972805014,501.4073984498931,-0.1317522250244778,1.7913456669648715,4.592200480081187,-80.27081184998744,768.3056388117013,2008.3538970498305,-5.945435710976383,76.9264996892498,219.8333862722518
SSP5,FAIR,BRICK,Fung,,,,,DICE,2%,2050/01/01,2.1156525765492837,432.244665545596,974.6482763976879,432.244665545596,3660.1715427457734,197431.90308237134,464805.8713930986,197431.90308237134,212.5498464102419,7991.351662230517,20404.051354797546,7991.351662230516,9.389350042760924,9.389350042760924,9.389350042760924,0.036255502740483836,0.036255502740483836,0.036255502740483836,83.27929283666674,83.27929283666674,83.27929283666674,8.381718219,8.381718219,8.381718219,590.2976395,590.2976395,590.2976395,1.7808229952793229,2.3799300202081195,3.1888421697683875,33.0865857532432,50.38115568017053,77.0473574453353,7.910615405337982,7.921738559094922,7.9330907577310485,531.1062442659395,548.4895694011334,566.0133103381346,1.0475368914416936,2.530880019174409,7.684624037803137,448.9902116593999,1130.0200989296347,3465.53858073741,18.390178739252026,51.199679942280355,187.46208818690872
SSP5,FAIR,BRICK,Fung,,,,,DICE,3%,2050/01/01,1.0343811639621194,209.39691469654818,481.7953557671504,209.39691469654818,1923.2772126894786,99724.7741041635,236818.69027783937,99724.77410416349,155.27677472164373,5876.0958303084535,14652.076642203552,5876.095830308453,9.389350042760924,9.389350042760924,9.389350042760924,0.036255502740483836,0.036255502740483836,0.036255502740483836,83.27929283666674,83.27929283666674,83.27929283666674,8.381718219,8.381718219,8.381718219,590.2976395,590.2976395,590.2976395,1.7808229952793229,2.3799300202081195,3.1888421697683875,33.0865857532432,50.38115568017053,77.0473574453353,7.910615405337982,7.921738559094922,7.9330907577310485,531.1062442659395,548.4895694011334,566.0133103381346,1.0475368914416936,2.530880019174409,7.684624037803137,448.9902116593999,1130.0200989296347,3465.53858073741,18.390178739252026,51.199679942280355,187.46208818690872
SSP5,FAIR,BRICK,Fung,,,,,DICE,2%,2060/01/01,4.2889758153762925,486.7847311664964,1079.5314912822296,486.7847311664964,10486.619061204517,234852.98323981027,542049.6097226285,234852.98323981027,439.86536843790986,10670.274500714806,26407.067007988826,10670.274500714808,9.729056943383744,9.729056943383744,9.729056943383744,0.033085436993978146,0.033085436993978146,0.033085436993978146,100.3158071300001,100.3158071300001,100.3158071300001,8.550491104,8.550491104,8.550491104,597.9101789,597.9101789,597.9101789,2.081357178133941,2.795080328557691,3.8279452786538566,43.06190938269062,66.81147653255586,102.72740421604884,7.860772273318912,7.876320707612538,7.893398645008227,592.3288819170509,621.6115290248079,649.3053192038125,1.3926109904755124,3.5429778538206866,10.02719985232735,600.9773446967649,1566.1385643722033,4540.400401660212,13.264113648418006,39.58810643813224,138.77902335867577
SSP5,FAIR,BRICK,Fung,,,,,DICE,3%,2060/01/01,1.9932081048450176,245.54464619766244,554.9156342264849,245.54464619766247,5341.993911258119,123489.38337165747,287477.3270838242,123489.38337165747,324.16077622358216,8090.099122384816,19499.088932580475,8090.099122384816,9.729056943383744,9.729056943383744,9.729056943383744,0.033085436993978146,0.033085436993978146,0.033085436993978146,100.3158071300001,100.3158071300001,100.3158071300001,8.550491104,8.550491104,8.550491104,597.9101789,597.9101789,597.9101789,2.081357178133941,2.795080328557691,3.8279452786538566,43.06190938269062,66.81147653255586,102.72740421604884,7.860772273318912,7.876320707612538,7.893398645008227,592.3288819170509,621.6115290248079,649.3053192038125,1.3926109904755124,3.5429778538206866,10.02719985232735,600.9773446967649,1566.1385643722033,4540.400401660212,13.264113648418006,39.58810643813224,138.77902335867577
SSP5,FAIR,BRICK,Fung,,,,,DICE,2%,2070/01/01,11.71728556383515,543.3534497619809,1200.844527046178,543.353449761981,3474.390637063828,275714.45688175707,626020.1328726149,275714.4568817571,190.6158439469386,14053.132186675346,34339.00635073232,14053.132186675344,9.968162777990585,9.968162777990585,9.968162777990585,0.030681013348184516,0.030681013348184516,0.030681013348184516,116.77870867666678,116.77870867666678,116.77870867666678,8.548996834,8.548996834,8.548996834,597.1284131,597.1284131,597.1284131,2.395462817424593,3.251350543510778,4.495335196741836,54.7102687470867,87.51493360435984,133.24068311376848,7.806442563317628,7.8263981578769695,7.850171784224508,666.7841089637134,712.8165407264036,753.4430810118438,1.8687462113886275,4.51814999963031,10.377182856448304,813.0480215287282,2005.5286068238206,4714.460895091502,11.377489318887559,35.854879133295924,114.03257393112624
SSP5,FAIR,BRICK,Fung,,,,,DICE,3%,2070/01/01,6.146335387267851,283.3312051925159,639.4508908099019,283.33120519251594,1825.2138805109792,149976.37099341102,341959.3491998866,149976.370993411,157.32589763203572,10900.307442647923,26181.477233789006,10900.307442647922,9.968162777990585,9.968162777990585,9.968162777990585,0.030681013348184516,0.030681013348184516,0.030681013348184516,116.77870867666678,116.77870867666678,116.77870867666678,8.548996834,8.548996834,8.548996834,597.1284131,597.1284131,597.1284131,2.395462817424593,3.251350543510778,4.495335196741836,54.7102687470867,87.51493360435984,133.24068311376848,7.806442563317628,7.8263981578769695,7.850171784224508,666.7841089637134,712.8165407264036,753.4430810118438,1.8687462113886275,4.51814999963031,10.377182856448304,813.0480215287282,2005.5286068238206,4714.460895091502,11.377489318887559,35.854879133295924,114.03257393112624
SSP5,FAIR,BRICK,Fung,,,,,DICE,2%,2080/01/01,28.593419876674147,600.5604284670101,1311.057568257164,600.56042846701,6782.675328926973,319335.9995715625,718598.0839597982,319335.99957156245,328.9791306681753,17830.550160362996,42930.95339699775,17830.550160362996,10.14587967607079,10.14587967607079,10.14587967607079,0.02861156574129864,0.02861156574129864,0.02861156574129864,129.61757647666678,129.61757647666678,129.61757647666678,8.583474073,8.583474073,8.583474073,568.9790404,568.9790404,568.9790404,2.7192684151001503,3.723777293735669,5.211833652255112,70.03681046963551,110.90332459463417,167.51709950966418,7.750528839915013,7.774561742868215,7.805225203782229,753.4499603944184,821.1366422373421,877.5965998443396,2.474685973109163,5.156936259228027,10.00821788805295,1064.5576191023572,2280.4409519009714,4708.196636874918,10.30056083607066,33.68241126886713,104.51206441173855
SSP5,FAIR,BRICK,Fung,,,,,DICE,3%,2080/01/01,14.882048560047634,321.6154576338898,716.6977309592288,321.6154576338898,3667.2817117823024,178737.6716695525,403577.58459994046,178737.67166955248,239.5999927721062,14087.743426706065,33321.49989742017,14087.743426706065,10.14587967607079,10.14587967607079,10.14587967607079,0.02861156574129864,0.02861156574129864,0.02861156574129864,129.61757647666678,129.61757647666678,129.61757647666678,8.583474073,8.583474073,8.583474073,568.9790404,568.9790404,568.9790404,2.7192684151001503,3.723777293735669,5.211833652255112,70.03681046963551,110.90332459463417,167.51709950966418,7.750528839915013,7.774561742868215,7.805225203782229,753.4499603944184,821.1366422373421,877.5965998443396,2.474685973109163,5.156936259228027,10.00821788805295,1064.5576191023572,2280.4409519009714,4708.196636874918,10.30056083607066,33.68241126886713,104.51206441173855
SSP5,FAIR,BRICK,Fung,,,,,DICE,2%,2090/01/01,20.440562124529098,660.6158817039121,1420.2184553765867,660.6158817039121,3136.152501649299,367714.2063996997,820821.2255915212,367714.20639969973,406.6142190245679,22124.358513530777,52124.028493618105,22124.358513530777,10.275343700628941,10.275343700628941,10.275343700628941,0.02685573898804261,0.02685573898804261,0.02685573898804261,130.54656915666678,130.54656915666678,130.54656915666678,8.415258982,8.415258982,8.415258982,513.3308166,513.3308166,513.3308166,3.02400187620144,4.190824055383431,5.927009240685574,88.49147616813909,137.33547606482043,206.4202838473647,7.696870994044156,7.724458415585144,7.762625900493635,845.6127339851378,939.849770519914,1014.0102461461511,2.7926307201575233,5.552438001416206,9.680574209180323,1184.2353359562123,2443.752188451129,4559.23600999142,8.991264200678605,32.98877432061187,100.33962050764181
