XSC,XTE,XSL,XPH,XHE,XAG,XEN,XCI,XAD,XDR,YEA,POP,GDP,EMI,NOE,MEM,TEM,SEA,OPH,CON,NOC,MEC,DAC,DAN,DAM,CO2,N2O,CH4,PRO
RFF-SPs,FAIR,BRICK,Fung,Cromar,Moore,Clarke,Diaz,None,2.0%,2020,"[7.75,7.75,7.75]","[null,null,null]","[40.6383,40.6383,40.6383]","[7.2055,7.2055,7.2055]","[388.0906,388.0906,388.0906]","[1.0054,1.2908,1.5602]","[13.5993,26.8125,38.7538]","[8.0228,8.0241,8.0252]","[411.3069,412.7955,414.4566]","[333.4058,333.4058,333.4058]","[1874.1724,1874.1724,1874.1724]","[0,0,0]","[-18.5872,9.3725,46.1372]","[-7.6094,3.9007,18.952]","{""X"":[28.3918,185.0196,492.4692,184.8698],""XHE"":""90.2478"",""XAG"":""84.1454"",""XEN"":""8.6394"",""XCI"":""1.9869""}","{""X"":[6963.5219,54820.1057,147600.6738,54801.6796],""XHE"":""27052.1547"",""XAG"":""24740.8218"",""XEN"":""2461.6038"",""XCI"":""565.5253""}","{""X"":[-500.6087,1938.9862,6054.0134,1936.1704],""XHE"":""1167.6312"",""XAG"":""632.6148"",""XEN"":""103.9434"",""XCI"":""34.7968""}","{""CO2"":[[""-150"",""2""],[""-50"",""72""],[""50"",""2392""],[""150"",""3974""],[""250"",""2158""],[""350"",""842""],[""450"",""325""],[""550"",""125""],[""650"",""60""],[""750"",""21""],[""850"",""11""],[""950"",""4""],[""1050"",""4""],[""1150"",""3""],[""1250"",""2""],[""1350"",""2""],[""1450"",""1""],[""1550"",""1""],[""1750"",""1""]],""N2O"":[[""-45000"",""1""],[""-35000"",""1""],[""-25000"",""5""],[""-15000"",""16""],[""-5000"",""69""],[""5000"",""288""],[""15000"",""799""],[""25000"",""1345""],[""35000"",""1501""],[""45000"",""1425""],[""55000"",""1103""],[""65000"",""869""],[""75000"",""642""],[""85000"",""501""],[""95000"",""413""],[""105000"",""284""],[""115000"",""182""],[""125000"",""120""],[""135000"",""112""],[""145000"",""85""],[""155000"",""60""],[""165000"",""40""],[""175000"",""30""],[""185000"",""26""],[""195000"",""19""],[""205000"",""13""],[""215000"",""5""],[""225000"",""12""],[""235000"",""7""],[""245000"",""6""],[""255000"",""4""],[""265000"",""1""],[""275000"",""2""],[""285000"",""5""],[""295000"",""1""],[""315000"",""1""],[""325000"",""2""],[""335000"",""1""],[""345000"",""1""],[""355000"",""1""],[""365000"",""1""],[""495000"",""1""]],""CH4"":[[""-1500"",""45""],[""-500"",""763""],[""500"",""2335""],[""1500"",""2803""],[""2500"",""1864""],[""3500"",""1107""],[""4500"",""562""],[""5500"",""262""],[""6500"",""142""],[""7500"",""61""],[""8500"",""30""],[""9500"",""12""],[""10500"",""6""],[""11500"",""4""],[""12500"",""1""],[""13500"",""1""],[""14500"",""1""],[""17500"",""1""]],""POP"":[[""7.75"",""0""]],""GDP"":[[""-0.00125"",""0""]],""EMI"":[[""42"",""0""]],""NOE"":[[""7.25"",""0""]],""MEM"":[[""387.5"",""0""]],""CON"":[[""412.5"",""0""]],""NOC"":[[""330"",""0""]],""MEC"":[[""1850"",""0""]],""TEM"":[[""0.9"",""214""],[""1.1"",""2675""],[""1.3"",""4722""],[""1.5"",""2275""],[""1.7"",""114""]],""SEA"":[[""2.5"",""1""],[""7.5"",""39""],[""12.5"",""377""],[""17.5"",""1189""],[""22.5"",""2398""],[""27.5"",""2809""],[""32.5"",""2156""],[""37.5"",""887""],[""42.5"",""144""]],""OPH"":[[""8.03"",""0""]],""DAC"":[[""-0.25"",""0""]],""DAN"":[[""-125"",""2723""],[""125"",""7277""]],""DAM"":[[""-15"",""63""],[""-5"",""2669""],[""5"",""5200""],[""15"",""1894""],[""25"",""170""],[""35"",""4""]]}"
RFF-SPs,FAIR,BRICK,Fung,Cromar,Moore,Clarke,Diaz,None,2.0%,2030,"[8.43,8.51,8.6]","[-0.017,0.0156,0.0481]","[35.2427,41.6598,47.1553]","[6.9101,7.551,8.8287]","[338.3482,389.0114,456.5356]","[1.1588,1.4983,1.898]","[18.323,31.78,43.9606]","[7.9974,8.0011,8.0047]","[434.6517,439.2838,444.2593]","[343.6778,344.128,345.0227]","[1860.3162,1911.7759,1980.2307]","[-0.7112,0.5058,2.3585]","[-289.492,205.9176,953.4019]","[-64.3456,46.0852,222.3125]","{""X"":[38.8429,226.0831,615.131,220.5502],""XHE"":""108.4797"",""XAG"":""105.0279"",""XEN"":""10.4285"",""XCI"":""2.147""}","{""X"":[10281.2399,68853.4807,183232.2298,67549.742],""XHE"":""33192.8693"",""XAG"":""31942.2163"",""XEN"":""3019.9418"",""XCI"":""698.4533""}","{""X"":[-265.4838,2915.5287,8710.1714,2828.1065],""XHE"":""1589.1639"",""XAG"":""1149.0856"",""XEN"":""135.7866"",""XCI"":""41.4926""}","{""CO2"":[[""-350"",""1""],[""-150"",""3""],[""-50"",""69""],[""50"",""1457""],[""150"",""3743""],[""250"",""2444""],[""350"",""1247""],[""450"",""524""],[""550"",""235""],[""650"",""135""],[""750"",""65""],[""850"",""32""],[""950"",""18""],[""1050"",""9""],[""1150"",""3""],[""1250"",""3""],[""1350"",""2""],[""1450"",""2""],[""1550"",""2""],[""1750"",""2""],[""1950"",""1""],[""2250"",""1""],[""2450"",""2""]],""N2O"":[[""-45000"",""2""],[""-35000"",""1""],[""-25000"",""8""],[""-15000"",""16""],[""-5000"",""49""],[""5000"",""166""],[""15000"",""442""],[""25000"",""822""],[""35000"",""1115""],[""45000"",""1274""],[""55000"",""1186""],[""65000"",""1015""],[""75000"",""839""],[""85000"",""689""],[""95000"",""544""],[""105000"",""391""],[""115000"",""297""],[""125000"",""273""],[""135000"",""179""],[""145000"",""164""],[""155000"",""95""],[""165000"",""87""],[""175000"",""78""],[""185000"",""57""],[""195000"",""47""],[""205000"",""41""],[""215000"",""26""],[""225000"",""23""],[""235000"",""13""],[""245000"",""17""],[""255000"",""9""],[""265000"",""2""],[""275000"",""5""],[""285000"",""5""],[""295000"",""2""],[""305000"",""2""],[""315000"",""3""],[""325000"",""3""],[""335000"",""1""],[""345000"",""1""],[""355000"",""2""],[""385000"",""1""],[""395000"",""1""],[""425000"",""1""],[""435000"",""1""],[""475000"",""2""],[""485000"",""1""],[""495000"",""2""]],""CH4"":[[""-2500"",""1""],[""-1500"",""29""],[""-500"",""398""],[""500"",""1426""],[""1500"",""2140""],[""2500"",""1984""],[""3500"",""1495""],[""4500"",""1020""],[""5500"",""611""],[""6500"",""338""],[""7500"",""211""],[""8500"",""131""],[""9500"",""79""],[""10500"",""49""],[""11500"",""34""],[""12500"",""22""],[""13500"",""11""],[""14500"",""9""],[""15500"",""4""],[""16500"",""4""],[""17500"",""1""],[""18500"",""2""],[""23500"",""1""]],""POP"":[[""8.25"",""3775""],[""8.75"",""6225""]],""GDP"":[[""-0.01875"",""236""],[""-0.01625"",""109""],[""-0.01375"",""89""],[""-0.01125"",""173""],[""-0.00875"",""119""],[""-0.00625"",""240""],[""-0.00375"",""196""],[""-0.00125"",""376""],[""0.00125"",""598""],[""0.00375"",""429""],[""0.00625"",""601""],[""0.00875"",""495""],[""0.01125"",""584""],[""0.01375"",""567""],[""0.01625"",""641""],[""0.01875"",""599""],[""0.02125"",""578""],[""0.02375"",""510""],[""0.02625"",""465""],[""0.02875"",""343""],[""0.03125"",""337""],[""0.03375"",""324""],[""0.03625"",""269""],[""0.03875"",""327""],[""0.04125"",""143""],[""0.04375"",""241""],[""0.04625"",""124""],[""0.04875"",""287""]],""EMI"":[[""34"",""581""],[""38"",""2840""],[""42"",""4241""],[""46"",""2187""],[""50"",""134""],[""54"",""16""],[""58"",""1""]],""NOE"":[[""6.25"",""1""],[""6.75"",""666""],[""7.25"",""3719""],[""7.75"",""3276""],[""8.25"",""1777""],[""8.75"",""411""],[""9.25"",""116""],[""9.75"",""10""],[""10.25"",""8""],[""10.75"",""8""],[""11.25"",""8""]],""MEM"":[[""312.5"",""5""],[""337.5"",""650""],[""362.5"",""1786""],[""387.5"",""4009""],[""412.5"",""2537""],[""437.5"",""701""],[""462.5"",""215""],[""487.5"",""91""],[""512.5"",""6""]],""CON"":[[""437.5"",""0""]],""NOC"":[[""350"",""0""]],""MEC"":[[""1850"",""2736""],[""1950"",""7176""],[""2050"",""88""]],""TEM"":[[""0.9"",""24""],[""1.1"",""435""],[""1.3"",""2630""],[""1.5"",""3818""],[""1.7"",""2446""],[""1.9"",""590""],[""2.1"",""57""]],""SEA"":[[""7.5"",""2""],[""12.5"",""49""],[""17.5"",""386""],[""22.5"",""1245""],[""27.5"",""2361""],[""32.5"",""2794""],[""37.5"",""2113""],[""42.5"",""895""],[""47.5"",""150""],[""52.5"",""4""],[""57.5"",""1""]],""OPH"":[[""7.99"",""2792""],[""8.01"",""7208""]],""DAC"":[[""-1.25"",""50""],[""-0.75"",""557""],[""-0.25"",""1642""],[""0.25"",""2714""],[""0.75"",""2283""],[""1.25"",""1473""],[""1.75"",""757""],[""2.25"",""336""],[""2.75"",""120""],[""3.25"",""39""],[""3.75"",""17""],[""4.25"",""7""],[""4.75"",""2""],[""5.25"",""2""],[""6.25"",""1""]],""DAN"":[[""-375"",""393""],[""-125"",""1895""],[""125"",""3282""],[""375"",""2500""],[""625"",""1268""],[""875"",""460""],[""1125"",""133""],[""1375"",""43""],[""1625"",""16""],[""1875"",""5""],[""2125"",""4""],[""5375"",""1""]],""DAM"":[[""-95"",""64""],[""-85"",""51""],[""-75"",""82""],[""-65"",""134""],[""-55"",""170""],[""-45"",""228""],[""-35"",""282""],[""-25"",""353""],[""-15"",""446""],[""-5"",""485""],[""5"",""495""],[""15"",""628""],[""25"",""634""],[""35"",""589""],[""45"",""583""],[""55"",""580""],[""65"",""493""],[""75"",""447""],[""85"",""447""],[""95"",""391""],[""105"",""385""],[""115"",""319""],[""125"",""271""],[""135"",""251""],[""145"",""214""],[""155"",""155""],[""165"",""149""],[""175"",""131""],[""185"",""93""],[""195"",""76""],[""205"",""60""],[""215"",""55""],[""225"",""41""],[""235"",""34""],[""245"",""39""],[""255"",""21""],[""265"",""16""],[""275"",""14""],[""285"",""15""],[""295"",""79""]]}"
RFF-SPs,FAIR,BRICK,Fung,Cromar,Moore,Clarke,Diaz,None,2.0%,2040,"[8.97,9.16,9.37]","[-0.0089,0.0153,0.0436]","[19.296,38.5677,54.616]","[5.7284,7.6726,11.6196]","[218.3848,371.328,577.7547]","[1.2879,1.6899,2.2028]","[23.5741,37.423,51.0174]","[7.9705,7.9808,7.9916]","[448.8973,463.8914,478.4816]","[351.5215,354.4304,360.2771]","[1631.2654,1898.0268,2256.125]","[-0.546,1.0087,3.7742]","[-244.5851,425.6967,1640.7236]","[-23.2489,43.6216,184.2923]","{""X"":[48.3607,262.6569,685.284,250.4836],""XHE"":""126.6603"",""XAG"":""121.5013"",""XEN"":""12.1223"",""XCI"":""2.373""}","{""X"":[12852.3105,82072.1299,214222.5121,78276.4335],""XHE"":""39588.3516"",""XAG"":""38108.9795"",""XEN"":""3611.9431"",""XCI"":""762.8557""}","{""X"":[169.8192,4067.0311,11009.1259,3815.8434],""XHE"":""2071.3252"",""XAG"":""1776.564"",""XEN"":""172.1812"",""XCI"":""46.9608""}","{""CO2"":[[""-450"",""1""],[""-150"",""1""],[""-50"",""62""],[""50"",""985""],[""150"",""3174""],[""250"",""2772""],[""350"",""1465""],[""450"",""744""],[""550"",""376""],[""650"",""191""],[""750"",""86""],[""850"",""47""],[""950"",""33""],[""1050"",""17""],[""1150"",""14""],[""1250"",""6""],[""1350"",""9""],[""1450"",""1""],[""1550"",""5""],[""1650"",""1""],[""1750"",""1""],[""1850"",""2""],[""2250"",""1""],[""2450"",""6""]],""N2O"":[[""-35000"",""2""],[""-25000"",""11""],[""-15000"",""23""],[""-5000"",""42""],[""5000"",""119""],[""15000"",""255""],[""25000"",""564""],[""35000"",""791""],[""45000"",""1002""],[""55000"",""1039""],[""65000"",""1024""],[""75000"",""941""],[""85000"",""773""],[""95000"",""657""],[""105000"",""530""],[""115000"",""447""],[""125000"",""369""],[""135000"",""281""],[""145000"",""198""],[""155000"",""169""],[""165000"",""141""],[""175000"",""113""],[""185000"",""82""],[""195000"",""82""],[""205000"",""70""],[""215000"",""48""],[""225000"",""33""],[""235000"",""37""],[""245000"",""30""],[""255000"",""21""],[""265000"",""16""],[""275000"",""11""],[""285000"",""15""],[""295000"",""11""],[""305000"",""2""],[""315000"",""9""],[""325000"",""8""],[""335000"",""1""],[""345000"",""7""],[""355000"",""6""],[""365000"",""5""],[""375000"",""3""],[""385000"",""1""],[""395000"",""1""],[""405000"",""3""],[""415000"",""1""],[""475000"",""3""],[""485000"",""1""],[""495000"",""2""]],""CH4"":[[""-1500"",""16""],[""-500"",""171""],[""500"",""702""],[""1500"",""1348""],[""2500"",""1806""],[""3500"",""1708""],[""4500"",""1344""],[""5500"",""937""],[""6500"",""681""],[""7500"",""432""],[""8500"",""308""],[""9500"",""178""],[""10500"",""118""],[""11500"",""78""],[""12500"",""51""],[""13500"",""35""],[""14500"",""29""],[""15500"",""16""],[""16500"",""14""],[""17500"",""5""],[""18500"",""9""],[""19500"",""3""],[""20500"",""3""],[""21500"",""2""],[""22500"",""1""],[""23500"",""1""],[""27500"",""2""],[""29500"",""1""],[""32500"",""1""]],""POP"":[[""8.75"",""535""],[""9.25"",""9465""]],""GDP"":[[""-0.01875"",""10""],[""-0.01625"",""9""],[""-0.01375"",""76""],[""-0.01125"",""104""],[""-0.00875"",""123""],[""-0.00625"",""253""],[""-0.00375"",""186""],[""-0.00125"",""322""],[""0.00125"",""442""],[""0.00375"",""401""],[""0.00625"",""660""],[""0.00875"",""809""],[""0.01125"",""721""],[""0.01375"",""774""],[""0.01625"",""811""],[""0.01875"",""734""],[""0.02125"",""770""],[""0.02375"",""566""],[""0.02625"",""521""],[""0.02875"",""517""],[""0.03125"",""359""],[""0.03375"",""210""],[""0.03625"",""166""],[""0.03875"",""94""],[""0.04125"",""91""],[""0.04375"",""48""],[""0.04625"",""63""],[""0.04875"",""160""]],""EMI"":[[""10"",""6""],[""14"",""77""],[""18"",""238""],[""22"",""729""],[""26"",""871""],[""30"",""1087""],[""34"",""1180""],[""38"",""1336""],[""42"",""1496""],[""46"",""1535""],[""50"",""962""],[""54"",""304""],[""58"",""100""],[""62"",""50""],[""66"",""15""],[""70"",""9""],[""74"",""5""]],""NOE"":[[""3.75"",""1""],[""4.75"",""25""],[""5.25"",""84""],[""5.75"",""551""],[""6.25"",""1065""],[""6.75"",""1018""],[""7.25"",""1598""],[""7.75"",""1691""],[""8.25"",""738""],[""8.75"",""827""],[""9.25"",""927""],[""9.75"",""608""],[""10.25"",""261""],[""10.75"",""215""],[""11.25"",""116""],[""11.75"",""96""],[""12.25"",""84""],[""12.75"",""60""],[""13.25"",""1""],[""13.75"",""3""],[""14.25"",""3""],[""14.75"",""4""],[""15.25"",""1""],[""15.75"",""4""],[""16.25"",""3""],[""16.75"",""3""],[""17.25"",""1""],[""17.75"",""3""],[""18.25"",""5""],[""18.75"",""2""],[""19.25"",""2""]],""MEM"":[[""162.5"",""1""],[""187.5"",""44""],[""212.5"",""301""],[""237.5"",""289""],[""262.5"",""121""],[""287.5"",""621""],[""312.5"",""928""],[""337.5"",""1134""],[""362.5"",""2263""],[""387.5"",""631""],[""412.5"",""668""],[""437.5"",""888""],[""462.5"",""946""],[""487.5"",""503""],[""512.5"",""214""],[""537.5"",""104""],[""562.5"",""83""],[""587.5"",""72""],[""612.5"",""76""],[""637.5"",""63""],[""662.5"",""25""],[""687.5"",""12""],[""712.5"",""13""]],""CON"":[[""437.5"",""390""],[""462.5"",""8864""],[""487.5"",""746""]],""NOC"":[[""350"",""9705""],[""370"",""295""]],""MEC"":[[""1550"",""48""],[""1650"",""632""],[""1750"",""1226""],[""1850"",""3430""],[""1950"",""1807""],[""2050"",""2025""],[""2150"",""476""],[""2250"",""177""],[""2350"",""143""],[""2450"",""34""],[""2550"",""2""]],""TEM"":[[""0.9"",""1""],[""1.1"",""74""],[""1.3"",""813""],[""1.5"",""2567""],[""1.7"",""3249""],[""1.9"",""2198""],[""2.1"",""843""],[""2.3"",""226""],[""2.5"",""28""],[""2.7"",""1""]],""SEA"":[[""12.5"",""1""],[""17.5"",""51""],[""22.5"",""361""],[""27.5"",""1143""],[""32.5"",""2170""],[""37.5"",""2714""],[""42.5"",""2168""],[""47.5"",""1046""],[""52.5"",""274""],[""57.5"",""51""],[""62.5"",""12""],[""67.5"",""5""],[""72.5"",""3""],[""77.5"",""1""]],""OPH"":[[""7.95"",""1""],[""7.97"",""4458""],[""7.99"",""5541""]],""DAC"":[[""-1.25"",""22""],[""-0.75"",""276""],[""-0.25"",""996""],[""0.25"",""1784""],[""0.75"",""1896""],[""1.25"",""1873""],[""1.75"",""1295""],[""2.25"",""776""],[""2.75"",""470""],[""3.25"",""262""],[""3.75"",""166""],[""4.25"",""82""],[""4.75"",""50""],[""5.25"",""25""],[""5.75"",""12""],[""6.25"",""5""],[""6.75"",""7""],[""7.25"",""1""],[""7.75"",""2""]],""DAN"":[[""-375"",""235""],[""-125"",""1084""],[""125"",""2017""],[""375"",""2317""],[""625"",""1919""],[""875"",""1129""],[""1125"",""604""],[""1375"",""333""],[""1625"",""168""],[""1875"",""89""],[""2125"",""54""],[""2375"",""27""],[""2625"",""11""],[""2875"",""5""],[""3125"",""3""],[""3375"",""1""],[""3625"",""1""],[""3875"",""1""],[""4625"",""1""],[""5375"",""1""]],""DAM"":[[""-75"",""3""],[""-65"",""1""],[""-55"",""9""],[""-45"",""33""],[""-35"",""76""],[""-25"",""207""],[""-15"",""353""],[""-5"",""568""],[""5"",""781""],[""15"",""893""],[""25"",""908""],[""35"",""874""],[""45"",""846""],[""55"",""760""],[""65"",""716""],[""75"",""587""],[""85"",""472""],[""95"",""374""],[""105"",""293""],[""115"",""256""],[""125"",""192""],[""135"",""146""],[""145"",""129""],[""155"",""98""],[""165"",""82""],[""175"",""69""],[""185"",""55""],[""195"",""37""],[""205"",""43""],[""215"",""35""],[""225"",""18""],[""235"",""14""],[""245"",""17""],[""255"",""8""],[""265"",""11""],[""275"",""10""],[""285"",""5""],[""295"",""21""]]}"
RFF-SPs,FAIR,BRICK,Fung,Cromar,Moore,Clarke,Diaz,None,2.0%,2050,"[9.35,9.69,10.03]","[-0.007,0.0154,0.0399]","[6.048,34.7026,60.4099]","[4.712,7.6931,13.9548]","[123.6789,355.9547,677.1566]","[1.3867,1.8787,2.5479]","[29.2927,43.9651,65.0964]","[7.9405,7.9638,7.9902]","[449.5335,485.4442,519.3768]","[356.4437,364.0326,379.5499]","[1296.5782,1852.3759,2610.3935]","[-0.2593,1.593,4.8937]","[-125.4131,681.1173,2222.3194]","[-4.7148,33.5314,119.7292]","{""X"":[62.6003,329.2864,804.0792,309.7453],""XHE"":""151.6008"",""XAG"":""142.8967"",""XEN"":""14.705"",""XCI"":""20.0839""}","{""X"":[17459.0199,99665.2886,259176.1051,90794.5463],""XHE"":""48253.2588"",""XAG"":""46113.7092"",""XEN"":""4432.4592"",""XCI"":""865.8614""}","{""X"":[452.6847,5447.3496,14488.3238,4838.585],""XHE"":""2737.5565"",""XAG"":""2433.9335"",""XEN"":""223.7431"",""XCI"":""52.1164""}","{""CO2"":[[""-350"",""2""],[""-250"",""1""],[""-150"",""2""],[""-50"",""40""],[""50"",""584""],[""150"",""2470""],[""250"",""2718""],[""350"",""1822""],[""450"",""1052""],[""550"",""533""],[""650"",""338""],[""750"",""183""],[""850"",""80""],[""950"",""57""],[""1050"",""45""],[""1150"",""21""],[""1250"",""13""],[""1350"",""7""],[""1450"",""7""],[""1550"",""5""],[""1650"",""3""],[""1750"",""3""],[""1850"",""5""],[""1950"",""1""],[""2050"",""1""],[""2250"",""2""],[""2450"",""5""]],""N2O"":[[""-45000"",""1""],[""-35000"",""2""],[""-25000"",""5""],[""-15000"",""13""],[""-5000"",""28""],[""5000"",""84""],[""15000"",""169""],[""25000"",""309""],[""35000"",""565""],[""45000"",""748""],[""55000"",""844""],[""65000"",""888""],[""75000"",""839""],[""85000"",""830""],[""95000"",""687""],[""105000"",""599""],[""115000"",""564""],[""125000"",""462""],[""135000"",""403""],[""145000"",""291""],[""155000"",""271""],[""165000"",""233""],[""175000"",""214""],[""185000"",""159""],[""195000"",""147""],[""205000"",""95""],[""215000"",""87""],[""225000"",""71""],[""235000"",""57""],[""245000"",""51""],[""255000"",""37""],[""265000"",""37""],[""275000"",""31""],[""285000"",""21""],[""295000"",""32""],[""305000"",""20""],[""315000"",""11""],[""325000"",""7""],[""335000"",""11""],[""345000"",""11""],[""355000"",""9""],[""365000"",""9""],[""375000"",""2""],[""385000"",""3""],[""395000"",""5""],[""405000"",""4""],[""415000"",""2""],[""425000"",""3""],[""435000"",""4""],[""445000"",""1""],[""455000"",""3""],[""465000"",""1""],[""495000"",""20""]],""CH4"":[[""-3500"",""1""],[""-2500"",""3""],[""-1500"",""28""],[""-500"",""117""],[""500"",""321""],[""1500"",""707""],[""2500"",""1265""],[""3500"",""1498""],[""4500"",""1437""],[""5500"",""1159""],[""6500"",""923""],[""7500"",""693""],[""8500"",""488""],[""9500"",""373""],[""10500"",""261""],[""11500"",""195""],[""12500"",""139""],[""13500"",""95""],[""14500"",""78""],[""15500"",""51""],[""16500"",""41""],[""17500"",""27""],[""18500"",""30""],[""19500"",""21""],[""20500"",""11""],[""21500"",""9""],[""22500"",""6""],[""23500"",""6""],[""24500"",""1""],[""25500"",""4""],[""26500"",""3""],[""27500"",""1""],[""28500"",""1""],[""29500"",""2""],[""30500"",""1""],[""33500"",""3""],[""37500"",""1""]],""POP"":[[""9.25"",""1222""],[""9.75"",""8314""],[""10.25"",""464""]],""GDP"":[[""-0.01875"",""12""],[""-0.01625"",""14""],[""-0.01375"",""45""],[""-0.01125"",""52""],[""-0.00875"",""69""],[""-0.00625"",""182""],[""-0.00375"",""139""],[""-0.00125"",""245""],[""0.00125"",""449""],[""0.00375"",""416""],[""0.00625"",""568""],[""0.00875"",""785""],[""0.01125"",""956""],[""0.01375"",""967""],[""0.01625"",""724""],[""0.01875"",""779""],[""0.02125"",""686""],[""0.02375"",""736""],[""0.02625"",""818""],[""0.02875"",""364""],[""0.03125"",""286""],[""0.03375"",""226""],[""0.03625"",""116""],[""0.03875"",""132""],[""0.04125"",""78""],[""0.04375"",""35""],[""0.04625"",""78""],[""0.04875"",""43""]],""EMI"":[[""-6"",""19""],[""-2"",""45""],[""2"",""87""],[""6"",""239""],[""10"",""483""],[""14"",""568""],[""18"",""623""],[""22"",""764""],[""26"",""716""],[""30"",""852""],[""34"",""932""],[""38"",""928""],[""42"",""954""],[""46"",""968""],[""50"",""784""],[""54"",""534""],[""58"",""235""],[""62"",""137""],[""66"",""49""],[""70"",""41""],[""74"",""21""],[""78"",""8""],[""82"",""5""],[""86"",""3""],[""90"",""3""],[""94"",""2""]],""NOE"":[[""1.75"",""1""],[""2.75"",""3""],[""3.25"",""17""],[""3.75"",""43""],[""4.25"",""75""],[""4.75"",""370""],[""5.25"",""722""],[""5.75"",""663""],[""6.25"",""673""],[""6.75"",""869""],[""7.25"",""1133""],[""7.75"",""1225""],[""8.25"",""532""],[""8.75"",""473""],[""9.25"",""499""],[""9.75"",""776""],[""10.25"",""440""],[""10.75"",""370""],[""11.25"",""377""],[""11.75"",""107""],[""12.25"",""155""],[""12.75"",""90""],[""13.25"",""76""],[""13.75"",""61""],[""14.25"",""61""],[""14.75"",""58""],[""15.25"",""46""],[""15.75"",""49""],[""16.25"",""2""],[""17.75"",""3""],[""18.25"",""6""],[""18.75"",""1""],[""19.75"",""24""]],""MEM"":[[""37.5"",""1""],[""62.5"",""13""],[""87.5"",""43""],[""112.5"",""211""],[""137.5"",""256""],[""162.5"",""132""],[""187.5"",""76""],[""212.5"",""283""],[""237.5"",""458""],[""262.5"",""615""],[""287.5"",""705""],[""312.5"",""777""],[""337.5"",""745""],[""362.5"",""1587""],[""387.5"",""432""],[""412.5"",""465""],[""437.5"",""484""],[""462.5"",""589""],[""487.5"",""624""],[""512.5"",""424""],[""537.5"",""351""],[""562.5"",""152""],[""587.5"",""149""],[""612.5"",""65""],[""637.5"",""54""],[""662.5"",""54""],[""687.5"",""47""],[""712.5"",""50""],[""737.5"",""47""],[""762.5"",""26""],[""787.5"",""49""],[""812.5"",""5""],[""837.5"",""12""],[""862.5"",""7""],[""887.5"",""10""],[""912.5"",""2""]],""CON"":[[""437.5"",""277""],[""462.5"",""2852""],[""487.5"",""4626""],[""512.5"",""2128""],[""537.5"",""110""],[""562.5"",""7""]],""NOC"":[[""350"",""2057""],[""370"",""7699""],[""390"",""228""],[""410"",""16""]],""MEC"":[[""1150"",""21""],[""1250"",""247""],[""1350"",""353""],[""1450"",""135""],[""1550"",""695""],[""1650"",""1065""],[""1750"",""1250""],[""1850"",""2172""],[""1950"",""733""],[""2050"",""843""],[""2150"",""1094""],[""2250"",""640""],[""2350"",""278""],[""2450"",""128""],[""2550"",""85""],[""2650"",""82""],[""2750"",""75""],[""2850"",""67""],[""2950"",""14""],[""3050"",""17""],[""3150"",""6""]],""TEM"":[[""1.1"",""30""],[""1.3"",""255""],[""1.5"",""1247""],[""1.7"",""2411""],[""1.9"",""2578""],[""2.1"",""1888""],[""2.3"",""1029""],[""2.5"",""395""],[""2.7"",""127""],[""2.9"",""33""],[""3.1"",""6""],[""3.3"",""1""]],""SEA"":[[""17.5"",""2""],[""22.5"",""53""],[""27.5"",""271""],[""32.5"",""962""],[""37.5"",""1805""],[""42.5"",""2416""],[""47.5"",""2128""],[""52.5"",""1291""],[""57.5"",""577""],[""62.5"",""241""],[""67.5"",""127""],[""72.5"",""56""],[""77.5"",""41""],[""82.5"",""19""],[""87.5"",""3""],[""92.5"",""5""],[""97.5"",""3""]],""OPH"":[[""7.91"",""6""],[""7.93"",""221""],[""7.95"",""3745""],[""7.97"",""4598""],[""7.99"",""1421""],[""8.01"",""9""]],""DAC"":[[""-1.25"",""11""],[""-0.75"",""96""],[""-0.25"",""433""],[""0.25"",""869""],[""0.75"",""1404""],[""1.25"",""1804""],[""1.75"",""1771""],[""2.25"",""1233""],[""2.75"",""824""],[""3.25"",""563""],[""3.75"",""369""],[""4.25"",""263""],[""4.75"",""130""],[""5.25"",""86""],[""5.75"",""64""],[""6.25"",""26""],[""6.75"",""17""],[""7.25"",""11""],[""7.75"",""4""],[""8.25"",""6""],[""8.75"",""5""],[""9.25"",""7""],[""9.75"",""2""],[""10.25"",""2""]],""DAN"":[[""-375"",""86""],[""-125"",""467""],[""125"",""1055""],[""375"",""1822""],[""625"",""2105""],[""875"",""1663""],[""1125"",""1066""],[""1375"",""674""],[""1625"",""401""],[""1875"",""276""],[""2125"",""148""],[""2375"",""94""],[""2625"",""58""],[""2875"",""42""],[""3125"",""16""],[""3375"",""16""],[""3625"",""3""],[""3875"",""1""],[""4375"",""3""],[""4625"",""1""],[""5375"",""3""]],""DAM"":[[""-25"",""9""],[""-15"",""91""],[""-5"",""383""],[""5"",""907""],[""15"",""1395""],[""25"",""1639""],[""35"",""1564""],[""45"",""1179""],[""55"",""856""],[""65"",""593""],[""75"",""450""],[""85"",""284""],[""95"",""182""],[""105"",""145""],[""115"",""75""],[""125"",""81""],[""135"",""49""],[""145"",""34""],[""155"",""15""],[""165"",""11""],[""175"",""11""],[""185"",""13""],[""195"",""5""],[""205"",""4""],[""215"",""3""],[""225"",""4""],[""235"",""2""],[""245"",""4""],[""255"",""3""],[""265"",""1""],[""275"",""1""],[""295"",""7""]]}"
